"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WESF","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-01-19","0.00","0.0","0.0","69","50","61","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-01-20","0.04","0.0","0.0","72","61","62","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-01-21","0.00","0.0","0.0","71","42","42","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-01-22","0.00","0.0","0.0","77","42","51","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-01-23","0.00","0.0","0.0","74","51","59","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-01-24","0.00","0.0","0.0","71","46","50","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-01-25","0.00","0.0","0.0","65","34","35","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-01-26","0.00","0.0","0.0","66","35","35","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-01-27","0.00","0.0","0.0","69","35","53","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-01-28","0.00","0.0","0.0","67","53","59","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-01-29","0.97","0.0","0.0","64","38","38","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-01-30","0.07","0.0","0.0","62","28","28","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-01-31","0.00","0.0","0.0","45","28","28","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-01","0.00","0.0","0.0","35","28","35","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-02","0.02","0.0","0.0","45","35","43","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-03","0.24","0.0","0.0","50","43","44","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-04","0.62","0.0","0.0","47","44","44","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-05","0.39","0.0","0.0","45","41","42","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-06","0.00","0.0","0.0","57","39","39","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-07","0.00","0.0","0.0","59","38","39","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-08","0.07","0.0","0.0","53","39","53","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-09","0.59","0.0","0.0","64","33","33","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-10","0.00","0.0","0.0","48","31","32","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-11","0.04","0.0","0.0","40","32","35","0.0","0.0",,,"    1",,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-12","0.53","0.0","0.0","38","32","33","0.0","0.0",,,"    1",,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-13","0.00","0.0","0.0","48","29","32","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-14","0.00","0.0","0.0","58","32","39","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-15","0.00","0.0","0.0","68","28","28","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-16","0.00","0.0","0.0","54","27","30","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-17","0.00","0.0","0.0","58","27","31","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-18","0.00","0.0","0.0","62","30","30","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-19","0.00","0.0","0.0","65","30","48","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-20","0.00","0.0","0.0","57","47","53","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-21","0.07","0.0","0.0","64","53","57","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-22","0.00","0.0","0.0","76","41","41","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-23","0.10","0.0","0.0","52","35","35","0.0","0.0",,,"    1",,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-24","0.51","1.1","0.5","38","29","29","0.4","0.5",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-25","0.00","0.0","0.0","54","29","33","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-26","0.00","0.0","0.0","64","33","47","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-27","0.00","0.0","0.0","59","34","34","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-02-28","0.00","0.0","0.0","67","34","36","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-01","0.56","0.0","0.0","67","36","45","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-02","0.07","0.0","0.0","60","35","35","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-03","0.00","0.0","0.0","60","35","35","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-04","0.00","0.0","0.0","70","35","40","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-05","0.00","0.0","0.0","71","40","47","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-06","0.00","0.0","0.0","63","47","49","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-07","0.00","0.0","0.0","68","49","53","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-08","0.05","0.0","0.0","60","53","59","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-09","0.24","0.0","0.0","65","49","51","0.0","0.0","    1","    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-10","0.00","0.0","0.0","81","51","58","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-11","0.00","0.0","0.0","80","47","47","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-12","0.00","0.0","0.0","74","40","44","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-13","0.00","0.0","0.0","71","42","43","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-14","0.00","0.0","0.0","77","43","44","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-15","0.00","0.0","0.0","83","44","53","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-16","0.27","0.0","0.0","70","50","50","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-17","0.78","0.0","0.0","54","43","44","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-18","0.00","0.0","0.0","72","44","45","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-19","0.00","0.0","0.0","70","45","53","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-20","0.36","0.0","0.0","75","44","44","0.0","0.0","    1","    1",,"    1",,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-21","0.39","0.0","0.0","44","33","35","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-22","0.00","0.0","0.0","61","35","37","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-23","0.00","0.0","0.0","74","37","47","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-24","0.00","0.0","0.0","77","47","59","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-25","0.67","0.0","0.0","65","44","44","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-26","0.00","0.0","0.0","68","39","40","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-27","0.00","0.0","0.0","74","40","49","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-28","0.00","0.0","0.0","82","47","51","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-29","0.00","0.0","0.0","72","40","41","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-30","0.00","0.0","0.0","78","41","53","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-03-31","0.00","0.0","0.0","80","53","57","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-01","0.00","0.0","0.0","85","57","61","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-02","0.00","0.0","0.0","80","61","68","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-03","0.00","0.0","0.0","80","42","43","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-04","0.00","0.0","0.0","85","43","66","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-05","0.00","0.0","0.0","81","66","68","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-06","0.00","0.0","0.0","84","66","66","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-07","0.00","0.0","0.0","81","66","66","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-08","0.00","0.0","0.0","76","42","43","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-09","0.00","0.0","0.0","71","38","38","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-10","0.00","0.0","0.0","76","38","54","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-11","0.00","0.0","0.0","79","54","60","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-12","0.00","0.0","0.0","68","56","56","0.0","0.0","    1",,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-13","0.00","0.0","0.0","80","55","59","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-14","0.00","0.0","0.0","80","59","62","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-15","0.00","0.0","0.0","76","62","65","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-16","0.43","0.0","0.0","75","63","63","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-17","0.03","0.0","0.0","71","63","64","0.0","0.0","    1","    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-18","0.44","0.0","0.0","76","54","56","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-19","0.00","0.0","0.0","68","54","54","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-20","0.00","0.0","0.0","62","54","54","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-21","0.00","0.0","0.0","77","53","54","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-22","0.00","0.0","0.0","81","54","63","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-23","0.02","0.0","0.0","70","63","68","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-24","0.09","0.0","0.0","87","51","52","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-25","0.00","0.0","0.0","81","52","58","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-26","0.00","0.0","0.0","84","50","53","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-27","0.00","0.0","0.0","90","52","52","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-28","0.00","0.0","0.0","77","46","47","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-29","0.00","0.0","0.0","81","47","64","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-04-30","0.00","0.0","0.0","85","64","72","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-01","0.02","0.0","0.0","89","64","65","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-02","0.01","0.0","0.0","82","58","59","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-03","0.00","0.0","0.0","86","52","55","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-04","0.00","0.0","0.0","90","51","52","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-05","0.00","0.0","0.0","94","52","59","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-06","0.00","0.0","0.0","97","59","62","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-07","0.00","0.0","0.0","93","62","70","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-08","0.00","0.0","0.0","96","66","66","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-09","0.00","0.0","0.0","75","63","66","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-10","0.00","0.0","0.0","77","66","72","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-11","0.00","0.0","0.0","87","71","71","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-12","0.00","0.0","0.0","90","71","71","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-13","0.00","0.0","0.0","89","71","73","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-14","0.00","0.0","0.0","87","72","72","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-15","1.50","0.0","0.0","75","62","63","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-16","0.00","0.0","0.0","83","63","64","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-17","0.00","0.0","0.0","87","64","65","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-18","1.08","0.0","0.0","92","63","63","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-19","0.00","0.0","0.0","87","63","68","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-20","0.00","0.0","0.0","88","68","72","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-21","0.00","0.0","0.0","86","72","73","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-22","0.00","0.0","0.0","91","73","74","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-23","0.00","0.0","0.0","88","74","75","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-24","0.00","0.0","0.0","90","72","72","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-25","0.00","0.0","0.0","87","72","72","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-26","0.00","0.0","0.0","84","71","71","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-27","0.00","0.0","0.0","90","66","66","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-28","0.17","0.0","0.0","93","65","65","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-29","0.00","0.0","0.0","93","65","69","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-30","0.48","0.0","0.0","93","67","67","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-05-31","0.00","0.0","0.0","92","67","68","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-01","0.00","0.0","0.0","92","67","68","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-02","0.00","0.0","0.0","92","68","70","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-03","1.55","0.0","0.0","93","66","66","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-04","0.10","0.0","0.0","72","66","67","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-05","0.00","0.0","0.0","95","66","67","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-06","0.00","0.0","0.0","92","67","77","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-07","0.00","0.0","0.0","92","74","74","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-08","0.07","0.0","0.0","92","74","76","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-09","2.54","0.0","0.0","88","68","71","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-10","0.35","0.0","0.0","85","71","76","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-11","0.00","0.0","0.0","91","76","77","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-12","0.00","0.0","0.0","90","77","78","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-13","0.01","0.0","0.0","91","78","78","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-14","0.00","0.0","0.0","92","76","77","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-15","0.00","0.0","0.0","92","74","74","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-16","0.00","0.0","0.0","93","74","76","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-17","0.14","0.0","0.0","93","74","75","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-18","0.54","0.0","0.0","90","75","77","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-19","0.00","0.0","0.0","93","74","74","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-20","0.00","0.0","0.0","93","74","75","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-21","0.00","0.0","0.0","93","73","73","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-22","0.00","0.0","0.0","94","73","74","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-23","0.00","0.0","0.0","94","72","72","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-24","0.00","0.0","0.0","94","72","73","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-25","0.00","0.0","0.0","90","73","76","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-26","0.00","0.0","0.0","95","74","74","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-27","0.00","0.0","0.0","95","74","75","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-28","0.00","0.0","0.0","95","75","75","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-29","0.07","0.0","0.0","96","73","74","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-06-30","0.47","0.0","0.0","89","73","74","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-01","0.42","0.0","0.0","84","74","74","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-02","0.62","0.0","0.0","82","74","75","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-03","1.47","0.0","0.0","83","73","76","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-04","0.00","0.0","0.0","88","76","76","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-05","0.00","0.0","0.0","91","74","75","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-06","0.00","0.0","0.0","92","73","73","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-07","0.00","0.0","0.0","93","72","72","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-08","0.02","0.0","0.0","92","72","75","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-09","1.79","0.0","0.0","82","73","75","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-10","0.00","0.0","0.0","88","74","75","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-11","0.00","0.0","0.0","92","74","74","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-12","0.00","0.0","0.0","91","74","76","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-13","0.00","0.0","0.0","91","76","77","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-14","0.00","0.0","0.0","91","77","78","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-15","0.00","0.0","0.0","94","77","77","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-16","0.00","0.0","0.0","94","74","74","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-17","0.00","0.0","0.0","96","72","72","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-18","0.00","0.0","0.0","97","72","77","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-19","0.00","0.0","0.0","97","75","76","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-20","0.00","0.0","0.0","94","74","75","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-21","0.00","0.0","0.0","93","73","74","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-22","0.00","0.0","0.0","95","74","77","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-23","0.14","0.0","0.0","94","76","76","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-24","0.01","0.0","0.0","94","73","74","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-25","0.00","0.0","0.0","94","71","71","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-26","0.00","0.0","0.0","93","71","73","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-27","1.15","0.0","0.0","94","71","73","0.0","0.0",,,,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-28","0.00","0.0","0.0","91","73","76","0.0","0.0",,"    1",,,,
"USC00410433","AUSTIN GREAT HILLS, TX US","2010-07-29","0.87","0.0","0.0","82","73","75","0.0","0.0",,,,,,
